scenario,seq_len,ground_truth,answer,lpips
scene_14991,7,"(3, 4)","2,3",0.090071
scene_13594,8,"(1, 2)","1,2",0.183408
scene_11203,8,"(3, 4)","1,2",0.112268
scene_12195,8,"(2, 3)","1,8",0.062134
scene_14463,7,"(3, 4)","1,2",0.082893
scene_10796,7,"(3, 4)","4,5",0.122073
scene_12950,6,"(3, 4)","1,2",0.104126
scene_10642,8,"(5, 6)","5,6",0.104100
scene_11309,7,"(0, 1)","2,3",0.001790
scene_11081,7,"(2, 3)","1,2",0.150111
scene_12304,8,"(3, 4)","4,5",0.266588
scene_13101,8,"(2, 3)","2,3",0.208838
scene_10538,7,"(5, 6)","1,2",0.245406
scene_13587,7,"(2, 3)","2,3",0.151421
scene_13202,7,"(2, 3)","3,4",0.256610
scene_13866,6,"(1, 2)","1,2",0.070805
scene_12801,8,"(5, 6)","1,2",0.074999
scene_10750,7,"(3, 4)","2,3",0.148139
scene_12130,7,"(0, 1)","2,3",0.000975
scene_14250,7,"(0, 1)","2,3",0.028166
scene_11638,8,"(6, 7)","1,2",0.193588
scene_10208,8,"(0, 1)","2,3",0.052389
scene_12768,8,"(0, 1)","1,2",0.053265
scene_10128,7,"(3, 4)","1,2",0.218245
scene_12473,8,"(0, 1)","2,3",0.294878
scene_14127,7,"(5, 6)","1,2",0.127731
scene_13318,7,"(5, 6)","1,2",0.026444
scene_13495,8,"(2, 3)","1,8",0.185400
scene_10571,8,"(6, 7)","2,3",0.110972
scene_13358,8,"(1, 2)","1,2",0.089254
scene_12476,6,"(4, 5)","2,3",0.126134
scene_13017,8,"(0, 1)","2,3",0.095774
scene_14158,7,"(4, 5)","2,3",0.108124
scene_10797,8,"(4, 5)","2,3",0.104464
scene_10880,8,"(4, 5)","2,3",0.150636
scene_11939,7,"(2, 3)","1,2",0.192953
scene_10921,8,"(5, 6)","1,2",0.142709
scene_10405,7,"(0, 1)","1,2",0.001303
scene_11258,8,"(3, 4)","3,4",0.212883
scene_14716,8,"(2, 3)","2,3",0.263588
scene_10059,8,"(6, 7)","3,4",0.176104
scene_11986,8,"(5, 6)","2,3",0.104615
scene_14382,7,"(3, 4)","1,2",0.094579
scene_14531,7,"(5, 6)","2,3",0.133996
scene_14188,6,"(0, 1)","2,3",0.207468
scene_13582,8,"(2, 3)","4,5",0.067916
scene_10378,8,"(4, 5)","2,3",0.115191
scene_14724,8,"(2, 3)","2,3",0.152342
scene_10830,8,"(2, 3)","3,4",0.139810
scene_14717,7,"(0, 1)","1,2",0.033682
scene_14843,8,"(4, 5)","2,3",0.301949
scene_10947,8,"(4, 5)","1,2",0.086006
scene_14504,8,"(1, 2)","1,2",0.128711
scene_11147,8,"(1, 2)","1,2",0.277353
scene_10678,7,"(5, 6)","1,2",0.067826
scene_12952,8,"(3, 4)","2,3",0.356088
scene_14055,8,"(1, 2)","2,3",0.134919
scene_12093,8,"(6, 7)","2,3",0.066109
scene_11057,8,"(0, 1)","1,2",0.061183
scene_12542,7,"(2, 3)","2,3",0.264430
scene_14294,8,"(6, 7)","1,2",0.131665
scene_14264,8,"(4, 5)","1,2",0.132465
scene_12973,7,"(2, 3)","3,4",0.226269
scene_13011,8,"(0, 1)","1,2",0.079689
scene_11879,8,"(6, 7)","2,3",0.151086
scene_11328,8,"(2, 3)","7,8",0.140323
scene_12869,7,"(4, 5)","2,3",0.099798
scene_11740,8,"(1, 2)","1,2",0.179989
scene_13455,8,"(6, 7)","1,2",0.110781
scene_14338,7,"(3, 4)","2,3",0.146144
scene_11456,8,"(6, 7)","1,2",0.071464
scene_13521,7,"(4, 5)","3,4",0.107462
scene_10091,7,"(4, 5)","2,3",0.098717
scene_14233,7,"(4, 5)","2,3",0.077453
scene_12307,8,"(5, 6)","2,3",0.141455
scene_13685,8,"(5, 6)","2,3",0.161932
scene_14562,8,"(4, 5)","2,3",0.150092
scene_11427,7,"(0, 1)","2,3",0.062239
scene_14370,6,"(4, 5)","1,2",0.229958
scene_12687,8,"(5, 6)","1,2",0.161973
scene_12305,8,"(6, 7)","1,2",0.243071
scene_10976,5,"(2, 3)","1,2",0.051127
scene_11826,8,"(0, 1)","1,2",0.095143
scene_10990,8,"(1, 2)","1,2",0.221010
scene_12022,8,"(2, 3)","2,3",0.117137
scene_13284,7,"(5, 6)","2,3",0.144904
scene_13976,7,"(2, 3)","1,2",0.176464
scene_13334,7,"(2, 3)","2,3",0.098820
scene_10703,7,"(2, 3)","1,2",0.157272
scene_10639,8,"(0, 1)","2,3",0.114133
scene_12856,8,"(1, 2)","1,2",0.121187
scene_10290,8,"(6, 7)","1,2",0.114089
scene_11496,7,"(1, 2)","1,2",0.099946
scene_14523,7,"(4, 5)","2,3",0.306796
scene_14435,8,"(5, 6)","3,4",0.193200
scene_10175,7,"(3, 4)","2,3",0.188066
scene_10852,8,"(0, 1)","2,3",0.091494
scene_13372,7,"(1, 2)","2,3",0.080509
scene_13259,7,"(5, 6)","1,2",0.085583
scene_14298,7,"(5, 6)","2,3",0.120382
scene_10050,8,"(0, 1)","2,3",0.080205
scene_13278,7,"(0, 1)","2,3",0.019479
scene_14622,7,"(5, 6)","2,3",0.077622
scene_13186,6,"(4, 5)","1,2",0.061011
scene_12865,8,"(1, 2)","2,3",0.083411
scene_11206,7,"(3, 4)","2,3",0.203231
scene_14368,8,"(3, 4)","1,2",0.294097
scene_14923,8,"(3, 4)","2,3",0.122226
scene_10949,8,"(2, 3)","2,3",0.183032
scene_10802,8,"(1, 2)","1,2",0.141487
scene_10767,8,"(2, 3)","3,4",0.277067
scene_12331,5,"(2, 3)","1,2",0.090798
scene_10453,6,"(2, 3)","1,2",0.199010
scene_12533,8,"(6, 7)","2,3",0.135118
scene_11409,7,"(4, 5)","2,3",0.107288
scene_13239,7,"(4, 5)","3,4",0.285937
scene_14380,8,"(0, 1)","2,6",0.194601
scene_11063,7,"(0, 1)","1,2",0.027996
scene_14682,7,"(1, 2)","1,5",0.107968
scene_13967,8,"(1, 2)","2,3",0.284670
scene_13066,7,"(4, 5)","1,2",0.072107
scene_13429,5,"(0, 1)","2,3",0.050681
scene_10201,7,"(5, 6)","1,5",0.122300
scene_12420,8,"(0, 1)","4,5",0.110175
scene_10216,8,"(2, 3)","2,3",0.197300
scene_13608,7,"(3, 4)","2,3",0.304149
scene_12835,7,"(5, 6)","2,3",0.092615
scene_10680,8,"(3, 4)","1,3",0.197600
scene_12669,7,"(3, 4)","2,3",0.178851
scene_10819,7,"(4, 5)","2,3",0.100949
scene_11325,7,"(3, 4)","1,2",0.178138
scene_13849,8,"(3, 4)","2,3",0.234231
scene_12804,8,"(2, 3)","2,3",0.161540
scene_11154,7,"(1, 2)","2,3",0.112457
scene_10090,7,"(4, 5)","1,2",0.081754
scene_11255,8,"(0, 1)","1,2",0.059960
scene_13705,8,"(2, 3)","1,2",0.218993
scene_10340,7,"(3, 4)","2,3",0.118255
scene_10728,8,"(0, 1)","1,2",0.182837
scene_13016,8,"(2, 3)","2,3",0.209028
scene_11347,7,"(5, 6)","2,3",0.087962
scene_13749,8,"(5, 6)","2,3",0.110253
scene_13302,8,"(4, 5)","1,2",0.069844
scene_10223,8,"(3, 4)","1,2",0.221150
scene_14331,8,"(4, 5)","1,2",0.056268
scene_12699,8,"(5, 6)","2,3",0.139618
scene_12292,8,"(2, 3)","2,3",0.155605
scene_11995,8,"(0, 1)","2,3",0.065094
scene_12241,8,"(1, 2)","1,2",0.071633
scene_14706,8,"(3, 4)","2,3",0.160911
scene_11834,8,"(4, 5)","2,3",0.218202
scene_11437,8,"(0, 1)","1,2",0.089836
scene_10737,8,"(0, 1)","2,3",0.330493
scene_11620,7,"(1, 2)","2,3",0.090865
scene_10075,7,"(2, 3)","2,3",0.089524
scene_11114,8,"(1, 2)","1,2",0.194413
scene_14173,8,"(6, 7)","1,2",0.047393
scene_12092,7,"(1, 2)","2,3",0.149111
scene_12935,7,"(2, 3)","2,3",0.192005
scene_13394,7,"(2, 3)","1,2",0.318133
scene_13150,8,"(2, 3)","1,2",0.300119
scene_12986,8,"(0, 1)","2,3",0.081426
scene_12141,6,"(0, 1)","4,5",0.228944
scene_10821,5,"(3, 4)","1,2",0.098623
scene_11193,8,"(5, 6)","2,3",0.089416
scene_12528,7,"(3, 4)","1,2",0.148468
scene_12761,6,"(1, 2)","2,5",0.048828
scene_14411,6,"(1, 2)","2,3",0.056861
scene_12998,8,"(3, 4)","3,4",0.153497
scene_12316,8,"(4, 5)","2,3",0.202343
scene_14341,8,"(5, 6)","3,6",0.204048
scene_10867,7,"(1, 2)","1,2",0.073657
scene_11465,8,"(4, 5)","2,3",0.160910
scene_12926,8,"(4, 5)","1,2",0.068360
scene_14747,7,"(5, 6)","3,4",0.153708
scene_12917,8,"(6, 7)","1,2",0.069954
scene_10496,7,"(2, 3)","1,2",0.187838
scene_12584,8,"(0, 1)","2,3",0.082257
scene_12063,8,"(3, 4)","3,4",0.092680
scene_13504,8,"(6, 7)","1,2",0.070238
scene_12892,8,"(5, 6)","2,3",0.068597
scene_11379,7,"(0, 1)","1,2",0.034041
scene_12540,7,"(3, 4)","2,3",0.151705
scene_14889,7,"(0, 1)","2,3",0.037871
scene_14857,7,"(3, 4)","2,3",0.162662
scene_13471,8,"(0, 1)","1,2",0.121693
scene_12831,7,"(2, 3)","2,3",0.162719
scene_14316,7,"(4, 5)","1,2",0.246111
scene_13478,7,"(3, 4)","1,6",0.128242
scene_13221,8,"(4, 5)","1,2",0.145341
scene_11958,8,"(3, 4)","1,2",0.230889
scene_12736,6,"(3, 4)","2,6",0.161858
scene_12414,8,"(2, 3)","2,3",0.275195
scene_10430,8,"(0, 1)","2,6",0.119668
scene_13419,8,"(3, 4)","2,3",0.207155
scene_14714,8,"(0, 1)","2,3",0.110849
scene_14335,8,"(2, 3)","1,2",0.115079
scene_10055,8,"(1, 2)","1,2",0.072800
scene_13634,8,"(6, 7)","2,3",0.109022
scene_12096,8,"(4, 5)","2,3",0.255839
scene_13492,7,"(3, 4)","2,3",0.081791
scene_13894,7,"(5, 6)","1,5",0.095642
scene_14550,7,"(2, 3)","3,4",0.194769
scene_11213,8,"(0, 1)","2,3",0.135686
scene_10410,7,"(3, 4)","3,4",0.126009
scene_13149,6,"(0, 1)","2,3",0.018951
scene_12299,8,"(1, 2)","3,4",0.079718
scene_13311,8,"(3, 4)","1,4",0.193577
scene_14179,7,"(4, 5)","1,2",0.229039
scene_14364,7,"(3, 4)","1,2",0.172626
scene_12334,7,"(4, 5)","3,4",0.080402
scene_12845,8,"(0, 1)","3,4",0.073481
scene_10575,8,"(3, 4)","2,3",0.301163
scene_13012,7,"(2, 3)","1,2",0.132137
scene_10668,7,"(5, 6)","2,3",0.040476
scene_14778,8,"(2, 3)","2,8",0.242168
scene_11602,7,"(1, 2)","2,3",0.128328
scene_11180,7,"(2, 3)","2,3",0.201327
scene_11006,8,"(6, 7)","3,4",0.061527
scene_11297,8,"(1, 2)","2,3",0.138335
scene_14326,7,"(0, 1)","2,3",0.035015
scene_12416,7,"(4, 5)","1,4",0.050550
scene_13993,7,"(5, 6)","2,3",0.072319
scene_14941,8,"(0, 1)","3,4",0.068587
scene_12984,7,"(4, 5)","2,3",0.120619
scene_14569,8,"(4, 5)","1,2",0.297341
scene_10644,7,"(1, 2)","2,6",0.058077
scene_10982,7,"(2, 3)","2,3",0.143214
scene_14096,7,"(2, 3)","3,4",0.193706
scene_12864,8,"(5, 6)","3,4",0.192786
scene_14536,8,"(6, 7)","2,3",0.141548
scene_14487,8,"(5, 6)","2,3",0.122351
scene_14880,8,"(6, 7)","2,3",0.088542
scene_13243,8,"(1, 2)","2,3",0.183857
scene_12898,8,"(1, 2)","2,3",0.154579
scene_14109,8,"(0, 1)","1,2",0.093866
scene_11334,7,"(1, 2)","3,4",0.215819
scene_13460,7,"(2, 3)","2,3",0.140537
scene_11687,8,"(1, 2)","1,2",0.137891
scene_11671,8,"(1, 2)","1,4",0.146165
scene_12697,7,"(4, 5)","3,4",0.232254
scene_10686,8,"(1, 2)","1,2",0.061398
scene_10902,7,"(5, 6)","2,3",0.058666
scene_13008,8,"(0, 1)","2,3",0.158089
scene_13424,7,"(1, 2)","2,3",0.123902
scene_11647,8,"(6, 7)","1,2",0.137273
scene_13039,7,"(5, 6)","3,4",0.225033
scene_12991,8,"(3, 4)","2,3",0.129931
scene_11724,7,"(3, 4)","2,3",0.184086
scene_10681,7,"(4, 5)","2,3",0.084732
scene_10811,7,"(4, 5)","3,4",0.143295
scene_12607,8,"(3, 4)","1,2",0.246741
scene_14567,7,"(5, 6)","2,3",0.153854
scene_14079,7,"(4, 5)","1,4",0.221466
scene_13422,7,"(5, 6)","2,6",0.170833
scene_12906,8,"(5, 6)","2,3",0.094470
scene_14391,7,"(4, 5)","1,2",0.183642
scene_12090,8,"(2, 3)","2,3",0.279057
scene_12151,7,"(5, 6)","2,3",0.038698
scene_11217,8,"(2, 3)","2,3",0.262584
scene_12724,8,"(1, 2)","2,3",0.231192
scene_14458,8,"(3, 4)","2,3",0.202429
scene_11477,8,"(0, 1)","1,2",0.145595
scene_10506,7,"(3, 4)","2,3",0.125077
scene_12353,8,"(3, 4)","1,2",0.148688
scene_13724,8,"(5, 6)","2,3",0.162167
scene_14306,7,"(2, 3)","1,2",0.159548
scene_10157,7,"(2, 3)","1,2",0.137911
scene_11603,7,"(4, 5)","2,3",0.282755
scene_14372,6,"(0, 1)","2,3",0.047975
scene_12388,8,"(2, 3)","2,3",0.115886
scene_10863,8,"(4, 5)","2,3",0.044226
scene_12576,8,"(0, 1)","3,4",0.065229
scene_10891,8,"(2, 3)","2,3",0.144500
scene_14631,7,"(3, 4)","1,2",0.121657
scene_12131,8,"(3, 4)","2,3",0.103041
scene_12563,6,"(0, 1)","1,2",0.118030
scene_12392,8,"(0, 1)","1,2",0.101514
scene_14997,7,"(2, 3)","1,2",0.205175
scene_14640,7,"(2, 3)","2,3",0.160106
scene_10551,8,"(0, 1)","1,2",0.199378
scene_10284,8,"(5, 6)","2,3",0.246578
scene_14901,7,"(0, 1)","1,2",0.016592
scene_10780,8,"(4, 5)","3,4",0.133588
scene_11404,8,"(4, 5)","2,3",0.083951
scene_13228,7,"(4, 5)","2,3",0.286348
scene_11068,7,"(3, 4)","2,3",0.162915
scene_12982,7,"(3, 4)","2,3",0.072417
scene_14890,7,"(4, 5)","2,3",0.183496
scene_12004,8,"(4, 5)","2,3",0.134120
scene_11854,8,"(6, 7)","1,2",0.069722
scene_14044,7,"(5, 6)","2,3",0.071754
scene_12081,8,"(0, 1)","3,4",0.085491
scene_13293,8,"(3, 4)","2,3",0.158438
scene_12938,7,"(4, 5)","1,6",0.099481
scene_12295,7,"(5, 6)","2,3",0.065876
scene_13155,8,"(1, 2)","1,2",0.228032
scene_10848,8,"(2, 3)","1,2",0.135587
scene_14681,8,"(4, 5)","2,3",0.125766
scene_13510,8,"(3, 4)","2,3",0.173382
scene_10789,7,"(4, 5)","2,3",0.212225
scene_12076,7,"(1, 2)","1,6",0.103950
scene_13180,7,"(0, 1)","2,3",0.019427
scene_11607,4,"(1, 2)","2,3",0.038751
scene_11225,7,"(0, 1)","1,2",0.137721
scene_12328,8,"(6, 7)","2,3",0.132600
scene_12635,8,"(6, 7)","2,3",0.062510
scene_13888,8,"(2, 3)","3,4",0.205729
scene_10725,7,"(5, 6)","2,3",0.253703
scene_10183,8,"(0, 1)","1,2",0.121481
scene_14972,7,"(4, 5)","1,2",0.176998
scene_12242,8,"(5, 6)","2,3",0.135582
scene_14905,8,"(1, 2)","1,2",0.073756
scene_13161,8,"(0, 1)","1,8",0.088594
scene_13614,4,"(0, 1)","2,3",0.046055
scene_13047,8,"(5, 6)","2,3",0.186863
scene_10357,7,"(3, 4)","2,3",0.111106
scene_14912,7,"(3, 4)","2,3",0.117759
scene_10419,7,"(4, 5)","1,2",0.170452
scene_11105,8,"(4, 5)","2,3",0.123516
scene_11475,7,"(4, 5)","4,5",0.128650
scene_13754,7,"(1, 2)","4,5",0.072298
scene_13670,7,"(2, 3)","1,2",0.148887
scene_12579,8,"(2, 3)","2,3",0.158929
scene_10375,7,"(2, 3)","1,2",0.119085
scene_13938,8,"(3, 4)","1,6",0.099377
scene_13771,7,"(3, 4)","1,2",0.111310
scene_14034,8,"(6, 7)","2,3",0.091202
scene_11596,8,"(2, 3)","1,2",0.131588
scene_13280,7,"(5, 6)","1,2",0.032243
scene_12074,7,"(4, 5)","2,3",0.076604
scene_13261,8,"(0, 1)","2,3",0.082384
scene_11098,8,"(6, 7)","1,2",0.161882
scene_14371,8,"(5, 6)","1,2",0.222528
scene_13613,8,"(5, 6)","2,3",0.075992
scene_12557,8,"(2, 3)","2,3",0.156247
scene_12197,4,"(0, 1)","2,3",0.001080
scene_10351,8,"(2, 3)","1,2",0.107449
scene_14036,7,"(0, 1)","1,5",0.036971
scene_10761,7,"(4, 5)","2,3",0.145449
scene_13581,8,"(5, 6)","2,3",0.157403
scene_11538,8,"(3, 4)","3,4",0.133920
scene_11458,7,"(2, 3)","2,3",0.131572
scene_14566,6,"(2, 3)","2,3",0.164996
scene_12218,8,"(5, 6)","2,3",0.159425
scene_13396,7,"(5, 6)","2,3",0.085557
scene_12977,6,"(4, 5)","1,2",0.078410
scene_10121,8,"(6, 7)","2,3",0.192596
scene_11337,8,"(1, 2)","2,3",0.105501
scene_12224,7,"(2, 3)","2,3",0.213417
scene_11396,6,"(0, 1)","1,2",0.051441
scene_10311,7,"(4, 5)","2,3",0.181370
scene_10951,8,"(5, 6)","2,3",0.129686
scene_11791,8,"(1, 2)","2,3",0.149287
scene_10401,8,"(2, 3)","2,3",0.088766
scene_10219,8,"(2, 3)","1,2",0.120683
scene_11417,8,"(5, 6)","1,4",0.163953
scene_14193,8,"(5, 6)","3,4",0.073561
scene_10321,8,"(5, 6)","2,3",0.122039
scene_12622,7,"(3, 4)","1,2",0.093508
scene_11573,7,"(1, 2)","2,3",0.175254
scene_11359,7,"(4, 5)","2,3",0.188799
scene_11594,7,"(5, 6)","1,2",0.125428
scene_10985,8,"(0, 1)","1,2",0.195785
scene_12462,7,"(2, 3)","2,3",0.073136
scene_13138,7,"(4, 5)","1,2",0.075952
scene_10315,7,"(3, 4)","1,2",0.170673
scene_14629,7,"(5, 6)","2,3",0.038352
scene_12651,8,"(6, 7)","1,2",0.213073
scene_13716,7,"(2, 3)","1,6",0.106352
scene_13453,8,"(6, 7)","5,6",0.126913
scene_11289,6,"(1, 2)","2,3",0.067024
scene_12273,7,"(5, 6)","2,3",0.143110
scene_13759,7,"(5, 6)","1,2",0.166931
scene_14769,8,"(6, 7)","2,3",0.208345
scene_13863,8,"(5, 6)","1,2",0.216734
scene_10190,5,"(0, 1)","2,3",0.048908
scene_12524,8,"(5, 6)","2,3",0.075253
scene_11948,7,"(5, 6)","2,3",0.232116
scene_13442,7,"(3, 4)","1,2",0.212231
scene_10942,7,"(4, 5)","2,3",0.058266
scene_10174,8,"(2, 3)","2,3",0.170152
scene_14742,8,"(0, 1)","2,3",0.155006
scene_12615,8,"(2, 3)","1,2",0.122366
scene_14015,8,"(2, 3)","1,5",0.163031
scene_14855,8,"(1, 2)","2,3",0.069974
scene_12962,8,"(1, 2)","1,2",0.167259
scene_14409,8,"(2, 3)","1,2",0.086765
scene_13965,8,"(6, 7)","2,3",0.127236
scene_13998,8,"(3, 4)","3,4",0.199944
scene_14800,8,"(1, 2)","2,3",0.139897
scene_14128,8,"(1, 2)","2,3",0.228271
scene_12323,8,"(1, 2)","1,2",0.118640
scene_12421,7,"(1, 2)","3,4",0.173609
scene_14871,8,"(0, 1)","2,3",0.118392
scene_12493,7,"(2, 3)","2,3",0.330572
scene_13640,8,"(6, 7)","1,2",0.079765
scene_12268,7,"(0, 1)","2,3",0.059942
scene_10926,7,"(4, 5)","2,3",0.120880
scene_14156,8,"(6, 7)","2,3",0.082455
scene_11881,7,"(4, 5)","2,3",0.303029
scene_14471,8,"(6, 7)","1,2",0.176951
scene_14660,5,"(0, 1)","1,2",0.000852
scene_13163,8,"(5, 6)","3,4",0.124097
scene_11626,8,"(2, 3)","1,2",0.166186
scene_11095,8,"(6, 7)","2,3",0.112247
scene_12562,7,"(4, 5)","2,3",0.052989
scene_11034,8,"(1, 2)","2,3",0.217474
scene_13201,8,"(4, 5)","2,3",0.213103
scene_12263,8,"(3, 4)","1,2",0.159070
scene_10610,8,"(1, 2)","2,3",0.102956
scene_10395,8,"(1, 2)","2,3",0.323742
scene_10439,8,"(1, 2)","1,8",0.104514
scene_10735,8,"(6, 7)","2,3",0.133431
scene_12959,8,"(5, 6)","2,3",0.127082
scene_14074,7,"(4, 5)","2,3",0.137199
scene_10070,6,"(1, 2)","1,5",0.067985
scene_11175,7,"(5, 6)","2,3",0.225186
scene_13321,7,"(3, 4)","1,2",0.086456
scene_12617,8,"(0, 1)","2,3",0.223458
scene_14447,8,"(3, 4)","2,3",0.231748
scene_11685,8,"(2, 3)","2,3",0.194063
scene_12440,8,"(5, 6)","2,3",0.083920
scene_12312,8,"(5, 6)","2,3",0.198052
scene_14029,7,"(1, 2)","2,3",0.201682
scene_13939,8,"(3, 4)","2,3",0.076625
scene_10247,7,"(4, 5)","2,3",0.065564
scene_12655,7,"(2, 3)","2,3",0.165736
scene_11868,7,"(5, 6)","2,3",0.053307
scene_12072,7,"(3, 4)","1,2",0.163353
scene_14775,8,"(1, 2)","1,4",0.249360
scene_13621,8,"(4, 5)","2,3",0.129541
scene_14543,7,"(1, 2)","1,2",0.065189
scene_10278,6,"(2, 3)","2,3",0.160645
scene_14573,7,"(3, 4)","2,3",0.229203
scene_12506,7,"(1, 2)","2,3",0.128951
scene_11690,7,"(2, 3)","2,3",0.239841
scene_14865,8,"(5, 6)","2,3",0.177445
scene_10198,8,"(4, 5)","1,2",0.170731
scene_10304,8,"(3, 4)","1,2",0.121850
scene_10138,7,"(3, 4)","2,3",0.163171
scene_13272,8,"(6, 7)","3,4",0.146232
scene_10240,8,"(2, 3)","3,4",0.289989
scene_14290,8,"(6, 7)","2,3",0.149199
scene_12001,7,"(3, 4)","2,3",0.168173
scene_12545,7,"(4, 5)","1,2",0.094202
scene_10694,7,"(4, 5)","1,2",0.193617
scene_14492,8,"(3, 4)","1,2",0.109313
scene_10690,8,"(1, 2)","1,6",0.209881
scene_11888,8,"(6, 7)","2,3",0.125005
scene_12010,7,"(1, 2)","2,3",0.142479
scene_14683,8,"(6, 7)","1,2",0.132742
scene_11055,7,"(4, 5)","2,3",0.175239
scene_13959,8,"(1, 2)","2,3",0.222234
scene_12046,8,"(6, 7)","1,2",0.171287
scene_11007,7,"(2, 3)","1,2",0.166337
scene_14011,8,"(0, 1)","3,4",0.100671
scene_13425,6,"(3, 4)","2,3",0.156741
scene_11352,8,"(6, 7)","1,2",0.109089
scene_10804,8,"(2, 3)","2,3",0.272776
scene_10625,8,"(4, 5)","2,3",0.143311
scene_13930,7,"(0, 1)","2,3",0.002884
scene_13403,8,"(5, 6)","2,3",0.149737
scene_12439,6,"(4, 5)","1,2",0.033561
scene_13191,8,"(6, 7)","2,3",0.199539
scene_10598,7,"(0, 1)","1,2",0.085157
scene_13803,8,"(2, 3)","2,3",0.138282
scene_10187,8,"(0, 1)","1,2",0.106934
scene_11696,7,"(1, 2)","2,3",0.097821
scene_11282,8,"(2, 3)","1,2",0.206198
scene_11519,7,"(3, 4)","1,2",0.055047
scene_13952,7,"(4, 5)","1,2",0.075127
scene_11312,8,"(1, 2)","1,2",0.132816
scene_14878,6,"(3, 4)","2,3",0.034934
scene_14013,8,"(0, 1)","2,3",0.115481
scene_12823,8,"(1, 2)","1,2",0.239208
scene_14774,8,"(6, 7)","1,2",0.060813
scene_12101,7,"(3, 4)","2,3",0.312459
scene_11474,7,"(2, 3)","2,3",0.222494
scene_12429,8,"(0, 1)","2,3",0.082985
scene_12705,7,"(3, 4)","2,3",0.273376
scene_11472,8,"(0, 1)","2,3",0.150778
scene_14969,8,"(3, 4)","1,4",0.175164
scene_11910,6,"(4, 5)","1,2",0.214430
scene_14788,7,"(2, 3)","1,2",0.151636
scene_11160,7,"(1, 2)","1,2",0.087722
scene_14172,8,"(3, 4)","2,3",0.082822
scene_12518,8,"(0, 1)","2,3",0.142792
scene_14377,8,"(2, 3)","1,2",0.136127
scene_14362,8,"(1, 2)","1,2",0.122899
scene_13893,8,"(0, 1)","2,3",0.062184
scene_13650,8,"(2, 3)","1,2",0.082808
scene_14072,8,"(0, 1)","1,2",0.140122
scene_13901,8,"(6, 7)","2,3",0.177484
scene_10868,6,"(2, 3)","1,2",0.146234
scene_14169,7,"(1, 2)","1,2",0.077366
scene_11242,8,"(1, 2)","1,2",0.155620
scene_11364,7,"(0, 1)","2,3",0.056179
scene_10856,8,"(2, 3)","2,3",0.058357
scene_11964,8,"(6, 7)","1,8",0.160830
scene_14579,6,"(3, 4)","1,2",0.168338
scene_10771,7,"(5, 6)","1,6",0.139866
scene_12750,7,"(1, 2)","2,3",0.144324
scene_13885,6,"(3, 4)","1,2",0.127645
scene_11545,7,"(3, 4)","2,3",0.102655
scene_11100,7,"(4, 5)","2,3",0.129453
scene_14574,8,"(0, 1)","1,2",0.148337
scene_10781,7,"(0, 1)","2,3",0.000693
scene_14913,7,"(0, 1)","1,2",0.000965
scene_14517,6,"(2, 3)","2,3",0.108093
scene_14784,8,"(1, 2)","2,3",0.122636
scene_13229,7,"(1, 2)","2,3",0.112762
scene_13838,7,"(4, 5)","1,2",0.118015
scene_14310,8,"(5, 6)","1,2",0.127806
scene_10833,7,"(4, 5)","2,3",0.273945
scene_14821,7,"(4, 5)","2,3",0.207714
scene_14659,8,"(3, 4)","2,3",0.138969
scene_14287,8,"(0, 1)","1,2",0.056285
scene_13142,7,"(2, 3)","2,3",0.192572
scene_12171,7,"(1, 2)","1,2",0.099987
scene_12857,8,"(2, 3)","1,8",0.143833
scene_11691,8,"(0, 1)","1,2",0.079005
scene_12605,8,"(0, 1)","2,3",0.115477
scene_12478,7,"(1, 2)","2,3",0.057929
scene_10592,7,"(3, 4)","1,2",0.234363
scene_11232,6,"(4, 5)","2,3",0.100179
scene_12803,7,"(3, 4)","1,6",0.135825
scene_14387,7,"(0, 1)","1,2",0.014557
scene_12987,8,"(0, 1)","3,4",0.184060
scene_12204,7,"(3, 4)","2,3",0.176239
scene_10754,7,"(4, 5)","2,3",0.190710
scene_11542,6,"(4, 5)","1,2",0.174481
scene_12859,8,"(0, 1)","2,3",0.164772
scene_10612,7,"(5, 6)","2,3",0.264091
scene_13793,7,"(4, 5)","1,2",0.186436
scene_11706,8,"(4, 5)","2,3",0.146302
scene_13105,8,"(1, 2)","1,2",0.219230
scene_12149,7,"(5, 6)","1,2",0.207111
scene_14087,7,"(1, 2)","2,3",0.069805
scene_11411,8,"(2, 3)","2,3",0.125099
scene_10192,7,"(3, 4)","1,5",0.228825
scene_14817,7,"(0, 1)","1,2",0.047650
scene_14968,8,"(4, 5)","2,3",0.189411
scene_11750,8,"(2, 3)","2,3",0.236411
scene_12921,8,"(1, 2)","1,2",0.136837
scene_13525,8,"(4, 5)","3,4",0.177992
scene_13651,8,"(3, 4)","1,2",0.204204
scene_11128,7,"(1, 2)","1,2",0.078077
scene_11231,8,"(5, 6)","1,2",0.069240
scene_11694,8,"(5, 6)","3,4",0.241695
scene_10906,8,"(0, 1)","1,2",0.147510
scene_13656,8,"(4, 5)","1,2",0.199579
scene_13508,8,"(2, 3)","2,3",0.107695
scene_12433,8,"(0, 1)","2,3",0.090591
scene_14251,7,"(4, 5)","2,3",0.133051
scene_11314,7,"(4, 5)","1,2",0.093667
scene_11307,7,"(4, 5)","1,6",0.113513
scene_13807,8,"(6, 7)","2,3",0.101067
scene_14726,8,"(4, 5)","2,3",0.106333
